CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8837","ACCT 200","2","Accounting Concepts","3","","Lec","MWF","0800-0850","FORBES 2014","Williams, LaMonte","1","Open",
"8827","ACCT 201","1","Principles of Accounting I","3","","Lec","MWF","0800-0850","FORBES 2070A","Mecham, Nathan","0","Closed",
"8828","ACCT 201","2","Principles of Accounting I","3","","Lec","MWF","0900-0950","LUTR 105","Walker, George","0","Closed",
"8829","ACCT 201","3","Principles of Accounting I","3","","Lec","TR","1100-1215","MCM 110","Scott, Mary","0","Closed",
"8830","ACCT 201","4","Principles of Accounting I","3","","Lec","TR","1330-1445","FORBES 2074","Scott, Mary","0","Closed",
"8831","ACCT 201","5","Principles of Accounting I","3","","Lec","MWF","1000-1050","LUTR 105","Walker, George","0","Closed",
"8832","ACCT 201","6","Principles of Accounting I","3","","Lec","MWF","1400-1450","LUTR 170","Walker, George","0","Closed",
"8833","ACCT 201","7","Principles of Accounting I","3","","Lec","MWF","1300-1350","LUTR 109","Walker, George","0","Closed",
"8823","ACCT 202","2","Principles of Accounting II","3","","Lec","TR","1330-1445","FORBES 1022","Blake, Conner","1","Open",
"8834","ACCT 301","1","Intermediate Accounting I","3","","Lec","MWF","1200-1250","LUTR 264","Mecham, Nathan","0","Closed",
"9259","ACCT 301","2","Intermediate Accounting I","3","","Lec","MWF","0900-0950","FORBES 2070C","Mecham, Nathan","4","Open",
"8824","ACCT 370","1","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1100-1215","LUTR 123","Blake, Conner","0","Closed",
"9258","ACCT 370","2","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1500-1615","LUTR 123","Blake, Conner","0","Closed",
"8825","ACCT 405","1","Principles of Auditing","3","","Lec","MWF","1300-1350","LUTR 242","Kugel, Jonathan","0","Closed",
"8835","ACCT 407","1","Individl Compliance &amp; Planning","3","","Lec","TR","0930-1045","MCM 312","Scott, Mary","9","Open",
"8826","ACCT 451","1","Govt &amp; Not for Profit Accnting","3","","Lec","MWF","1000-1050","FORBES 2070C","Kugel, Jonathan","6","Open",
"8838","ACCT 500","1","Adv Finc Statement Analysis","3","","Lec","MW","1600-1715","LUTR 242","Donaldson, William","1","Open",
"8839","ACCT 502","1","Adv Tax Planning &amp; Research","3","","Lec","TR","1500-1615","FORBES 2014","Scott, Mary","26","Open",
"8840","ACCT 570","1","Data Management &amp; Analytics","3","","Lec","MW","1800-1915","LUTR 123","Chen, Xian","3","Open",
"8841","ACCT 572","1","Cybr Security for Finc &amp; Acct","3","","Lec","MW","1930-2045","LUTR 242","Marlowe, Kevin","3","Open",
"9180","AMST 100","1","The American Experiment","3","  AIDE","Lec","MW","1600-1715","MCM 360","Alexander, Jacob","2","Open",
"8070","AMST 100","1M","The American Experiment","3","  AIDE","Lec","MWF","1000-1050","MCM 360","Garmon, Frank","0","Closed",
"8071","AMST 100","2M","The American Experiment","3","  AIDE","Lec","MWF","1100-1150","MCM 360","Garmon, Frank","1","Open",
"8072","AMST 100","3M","The American Experiment","3","  AIDE","Lec","TR","1330-1445","MCM 101","White, Jonathan","0","Closed",
"8073","AMST 100","4M","The American Experiment","3","  AIDE","Lec","MWF","1100-1150","TFAC 205","Kaufer Busch, Elizabeth","1","Open",
"8074","AMST 100","5M","The American Experiment","3","  AIDE","Lec","MWF","1400-1450","MCM 364","Little, David","2","Open",
"8075","AMST 100","6","The American Experiment","3","  AIDE","Lec","MWF","1500-1550","MCM 364","Little, David","0","Closed",
"9178","AMST 100","6M","The American Experiment","3","  AIDE","Lec","TR","1100-1215","FERG 220","Williams, Anthony","0","Closed",
"9114","AMST 100","8","The American Experiment","3","  AIDE","Lec","MWF","1000-1050","MCM 160","Little, David","0","Closed",
"8077","AMST 120","1M","Encounters w/ the Constitution","3","  AIDE","Lec","TR","0930-1045","MCM 310","White, Jonathan","0","Closed",
"8078","AMST 120","2R","Encounters w/ the Constitution","3","  AIDE","Lec","TR","1630-1745","MCM 212","Mims, William","0","Closed",
"8080","AMST 200","2","Evolution-American Experiment","3","  AIWT","Lec","TR","0930-1045","MCM 210","Kaufer Busch, Elizabeth","0","Closed",
"9132","AMST 245","1","Introduction to American Law","3","","Lec","TR","1100-1215","FERG 207","Mims, William","1","Open",
"9179","AMST 300","2","The American Exp: Global Infl","3","  AIGM","Lec","TR","1630-1745","MCM 210","McCarthy, William","1","Open",
"9149","AMST 395","1","SPC TP: Constit Conven of 1787","3","","Lec","MWF","1300-1350","MCM 207","Garmon, Frank","0","Closed",
"9319","AMST 399","1","IND ST: Lincoln Charctr of Lde","3","","Ind","","","ARR ","White, Jonathan","0","Closed",
"8855","ANTH 200","1R","Human Adaptation","3","  AINW","Lec","TR","1330-1445","LUTR 170","Loy, Christopher","3","Open",
"8856","ANTH 200","2M","Human Adaptation","3","  AINW","Lec","TR","1500-1615","LUTR 170","Loy, Christopher","0","Closed",
"8858","ANTH 200","4","Human Adaptation","3","  AINW","Lec","MWF","1500-1550","LUTR 170","Loy, Christopher","1","Open",
"8859","ANTH 203","1M","Cultural Anthropology","3","  AIGM","Lec","MWF","1200-1250","MCM 101","Timmer, Andria","0","Closed",
"8861","ANTH 330","1","Language, Culture &amp; Society","3","  AIGM","Lec","TR","1100-1215","LUTR 167","Palmer, Seth","0","Closed",
"8862","ANTH 377","1","Gender and Power","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Palmer, Seth","1","Open",
"8863","ANTH 377","2","Gender and Power","3","  AIGM","Lec","TR","1330-1445","LUTR 167","Palmer, Seth","1","Open",
"8951","ARAB 101","1R","Beginning Arabic I","3","","Lec","MWF","1000-1050","MCM 260","Obeid, Diana","0","Closed",
"8952","ARAB 101","2R","Beginning Arabic I","3","","Lec","MWF","1200-1250","MCM 212","Obeid, Diana","0","Closed",
"8953","ARAB 201","1R","Intermediate Arabic I","3","  LLFL","Lec","MWF","1300-1350","MCM 212","Obeid, Diana","0","Closed",
"9193","BASN 233","1","Applied Music: Bassoon","2","","Lab","","","ARR ","Savige, David","0","Closed",
"9192","BASN 331","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Savige, David","0","Closed",
"9300","BASS 133","1","Applied Music: Bass","2","","Lab","","","ARR ","McPeters, William","0","Closed",
"8800","BCHM 414","1","Biochemistry I","3","","Lec","MWF","1000-1050","FORBES 2015","Cole, Kathryn","12","Open",
"8801","BCHM 414L","1","Biochemistry I Lab","1","","Lab","F","1300-1650","FORBES 3048","Thorsen, Amanda","14","Open",
"8802","BCHM 414L","2","Biochemistry I Lab","1","","Lab","W","1300-1650","FORBES 3048","Thorsen, Amanda","6","Open",
"8261","BIOL 107","1M","General Biology I","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Abraham, Barbara","0","Closed",
"8262","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed",
"8263","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed",
"8264","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed",
"8265","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","2","Open",
"8266","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8267","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed",
"8268","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8269","BIOL 109L","8M","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed",
"8215","BIOL 113","1M","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","FORBES 2070E","Tudor, Kaitlyn","1","Open",
"8270","BIOL 115","1M","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","LUTR 121","Atkinson, Robert","1","Open",
"8216","BIOL 211","1M","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070E","Brown, Gwynne","0","Closed",
"8217","BIOL 211","2M","Principles of Biology I","3","","Lec","MWF","1400-1450","FORBES 2070E","Burket, Jessica","23","Open",
"8218","BIOL 211","3M","Principles of Biology I","3","","Lec","MWF","1200-1250","FORBES 2070E","Meighan, Christopher","0","Closed",
"8219","BIOL 211","4R","Principles of Biology I","3","","Lec","MWF","1300-1350","FORBES 2070E","Burket, Jessica","29","Open",
"8220","BIOL 211L","1R","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","English, Eric","4","Open",
"8221","BIOL 211L","2R","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Henretta, Leah","2","Open",
"8222","BIOL 211L","3R","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","8","Open",
"8223","BIOL 211L","4R","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","0","Closed",
"8224","BIOL 211L","5R","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Pirtle, Annette","1","Open",
"8225","BIOL 211L","6R","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","7","Open",
"8271","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070D","Thompson, Jessica","6","Open",
"8272","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2015","Lattanzio, Matthew","12","Open",
"8273","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2015","Meyer, Michael","2","Open",
"8274","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","0","Closed",
"8275","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Haymond, Shauna","9","Open",
"8276","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","W","1300-1650","FORBES 1002","Lattanzio, Matthew; Arena, Alex","4","Open",
"8277","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Lattanzio, Matthew; Arena, Alex","1","Open",
"8278","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1027","Haymond, Shauna","12","Open",
"8690","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 2070A","Collar, David","3","Open",
"8691","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","MCM 114","Primka, Edward; Burke, Russell","6","Open",
"8692","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070D","Burke, Russell; Primka, Edward","3","Open",
"8693","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed",
"8694","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","T","1330-1720","FORBES 1033","Primka, Edward; Collar, David; Dillard, Caroline; Williams, Jordan","0","Closed",
"8695","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed",
"8696","BIOL 213L","4A","Principles of Biology III Lab","1","","Lab","R","1330-1720","FORBES 1033","Primka, Edward; Collar, David; Dillard, Caroline; Williams, Jordan","5","Open",
"8697","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","R","0800-1150","FORBES 1039","Collar, David; Dillard, Caroline; Williams, Jordan; Primka, Edward","0","Closed",
"8226","BIOL 284","1","Fund Human Anatmy &amp; Phys I","3","","Lec","TR","0930-1045","MCM 164","Knight, William","14","Open",
"8227","BIOL 284L","1","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","R","1330-1720","FORBES 2056","Knight, William","10","Open",
"8228","BIOL 284L","2","Fund Human Anatmy &amp; Phys Lab I","1","","Lab","T","1800-2150","FORBES 2056","Knight, William","5","Open",
"8229","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","0","Closed",
"8230","BIOL 301","1","Microbiology","3","","Lec","TR","1800-1915","MCM 164","Hardage, Adrianna","6","Open",
"8232","BIOL 301L","1","Microbiology Laboratory","1","","Lab","M","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","1","Open",
"8233","BIOL 301L","2","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","9","Open",
"8234","BIOL 307","1","Cell Biology","3","","Lec","TR","0930-1045","FORBES 2070E","Meighan, Christopher","0","Closed",
"8235","BIOL 307","2","Cell Biology","3","","Lec","TR","0800-0915","FORBES 2070E","Meighan, Christopher","18","Open",
"8236","BIOL 307L","1","Cell Biology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Tombolato-Terzić, Denise","5","Open",
"8237","BIOL 307L","2","Cell Biology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Tombolato-Terzić, Denise","14","Open",
"8238","BIOL 313","1","Genetics","3","","Lec","TR","1500-1615","MCM 312","Bogenpohl, James","6","Open",
"8239","BIOL 314","1","Human Anatomy/Physiology I","3","","Lec","TR","0930-1045","FORBES 2070D","Grau, Harold","26","Open",
"8240","BIOL 314","2","Human Anatomy/Physiology I","3","","Lec","TR","1100-1215","MCM 114","Knight, William","0","Closed",
"8241","BIOL 314L","1","Human Anatomy/Physiology I Lab","1","","Lab","W","1800-2150","FORBES 2056","English, Eric","0","Closed",
"8242","BIOL 314L","2","Human Anatomy/Physiology I Lab","1","","Lab","R","1800-2150","FORBES 2056","Grau, Harold","4","Open",
"8243","BIOL 314L","3","Human Anatomy/Physiology I Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","0","Closed",
"8700","BIOL 370","1","Macroevolution","3","","Lec","MWF","1200-1250","FORBES 2014","Collar, David","0","Closed",
"8245","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 3048","Bogenpohl, James","0","Closed",
"8730","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2043","Primka, Edward","0","Closed",
"8731","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2043","Primka, Edward","1","Open",
"8246","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 3048","Bogenpohl, James","0","Closed",
"8247","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 3048","Bogenpohl, James","0","Closed",
"8248","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Salazar, Anna","0","Closed",
"8249","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Salazar, Anna","1","Open",
"8250","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1009","Salazar, Anna","0","Closed",
"8727","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Primka, Edward","2","Open",
"8733","BIOL 403","1","Marine Biology","3","","Lec","TR","1100-1215","FORBES 2070D","Harwell, Heather","0","Closed",
"8251","BIOL 405","1","Disease Biology","3","","Lec","MWF","0900-0950","FORBES 3014","Grau, Harold","23","Open",
"8734","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","9","Open",
"8735","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","9","Open",
"8252","BIOL 411","1","Immunology","3","","Lec","TR","1500-1615","FORBES 2070D","Brown, Gwynne","9","Open",
"8253","BIOL 419","1","Exercise Physiology","3","","Lec","TR","1100-1215","FORBES 3014","Olmos, Alex","0","Closed",
"8255","BIOL 419L","1","Exercise Physiology Lab","1","","Lab","T","1800-2150","FORBES 3014","Olmos, Alex","0","Closed",
"8256","BIOL 419L","2","Exercise Physiology Lab","1","","Lab","W","1300-1650","FORBES 3014","Olmos, Alex","0","Closed",
"8973","BIOL 423L","1","Human Donor Experience I","1 - 2","","Lab","","","ARR ","Murgia, Carla","0","Closed",
"8736","BIOL 445","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","1","Open",
"8737","BIOL 445L","1","Mammalogy Lab","0","","Lab","M","1300-1650","FORBES 2043","Sherwin, Richard","1","Open",
"8738","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","9","Open",
"8739","BIOL 457L","1","Entomology Lab","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","9","Open",
"8740","BIOL 465","1","Fish Biology","3","","Lec","TR","0930-1045","FORBES 2043","Thompson, Jessica","0","Closed",
"8741","BIOL 465L","1","Fish Biology Laboratory","1","","Lab","T","1330-1720","FORBES 2043","Thompson, Jessica","0","Closed",
"8257","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","0","Closed",
"8258","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","0","Closed",
"8259","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","0","Closed",
"8260","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1002","Tombolato-Terzić, Denise","0","Closed",
"8742","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Sherwin, Richard","1","Open",
"8743","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Sherwin, Richard","3","Open",
"8999","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Sherwin, Richard","0","Closed",
"9263","BIOL 492","1","IND ST: Imp of Pools &amp; Lakes","3","","Ind","","","ARR ","Sherwin, Richard","0","Closed",
"9386","BIOL 492","10","IND ST: Imp of Pools &amp; Lakes","1","","Ind","","","ARR ","Sherwin, Richard","0","Closed",
"9294","BIOL 492","2","IND ST: HiltonBeach Entrococci","4","","Ind","","","ARR ","Knies, Jennifer","0","Closed",
"9346","BIOL 492","3","IND ST: Removal of Plasmid","1","","Ind","","","ARR ","Tombolato-Terzić, Denise","0","Closed",
"9353","BIOL 492","4","IND ST: Red List Assessment","3","","Ind","","","ARR ","Sherwin, Richard","0","Closed",
"9359","BIOL 492","5","IND ST: TC Research Internshp","2","","Ind","","","ARR ","Lattanzio, Matthew","0","Closed",
"9360","BIOL 492","6","IND ST: Research Experience","1","","Ind","","","ARR ","Tombolato-Terzić, Denise","0","Closed",
"9366","BIOL 492","7","IND ST: Feed Perf of Mummicogs","1","","Ind","","","ARR ","Thompson, Jessica","0","Closed",
"9369","BIOL 492","8","IND ST: Schreckstoff &amp; Zebra","3","","Ind","","","ARR ","Velkey, Andrew","0","Closed",
"9374","BIOL 492","9","IND ST: HRAREC Lab Resrch","1","","Ind","","","ARR ","Meyer, Michael","0","Closed",
"9260","BIOL 496","1","PRT: Sports Med Riverside Inte","3","","Pra","","","ARR ","Carney, Tiffany","0","Closed",
"9261","BIOL 496","2","PRT: Animal Care","3","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
"9275","BIOL 496","3","PRT: Bluebird Gap Farm","3","","Pra","","","ARR ","Harwell, Heather","0","Closed",
"9335","BIOL 496","4","PRT: Patient Care-ED","2","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
"9351","BIOL 496","5","PRT: Pivot PT Aide","3","","Pra","","","ARR ","Carney, Tiffany","0","Closed",
"9352","BIOL 496","6","PRT: PA at Riverside Reg Med","3","","Pra","","","ARR ","Sherwin, Richard","0","Closed",
"9365","BIOL 496","7","PRT: Scribe at Lackey Clinic","1","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
