CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8033","FNAR 377","1","Contemporary Art","3","","Lec","MWF","1300-1350","TFAC 102","Richardson, Margaret","3","Open",
"8034","FNAR 388","1","Artist&#39;s Portfolio","3","","Stu","MW","1030-1250","TFAC 325","Lytle, Ryan","3","Open",
"9262","FNAR 401","1","IND ST: Darkroom Photo Portfol","3","","Ind","","","ARR ","Skees, Kristin","0","Closed",
"9345","FNAR 401","2","Adv Studio Study Print","3","","Ind","","","ARR ","Skees, Alan","0","Closed",
"8035","FNAR 402","1","Advanced Studio Topics","3","","Stu","TR","1030-1250","TFAC 311","Skees, Kristin","0","Closed",
"8036","FNAR 403","1","WI:Adv Topics in Art History","3","  WI","Lec","TR","1500-1615","TFAC 102","Erhardt, Michelle","4","Open",
"9281","FNAR 491","1","PRT: Video Intern","3","","Pra","","","ARR ","Skees, Kristin","0","Closed",
"9312","FNAR 491","2","PRT: Graphic Design Intsp Army","3","","Pra","","","ARR ","Erhardt, Michelle","0","Closed",
"9355","FNAR 491","3","PRT: Design &amp; Marketing Intern","3","","Pra","","","ARR ","Erhardt, Michelle","0","Closed",
"9364","FNAR 491","4","PRT: ANH Museum Internship","3","","Pra","","","ARR ","Erhardt, Michelle","0","Closed",
"9368","FNAR 491","5","PRT: Museum Studies Internship","3","","Pra","","","ARR ","Erhardt, Michelle","0","Closed",
"9328","FNAR 499","1","IND ST: Nigerian Art","3","","Ind","","","ARR ","Erhardt, Michelle","0","Closed",
"8037","FNAR 534","1","Theory &amp; Practice of Art Educ","3","","Lec","R","1730-2020","TFAC 311","Sears, Rhiannen","11","Open",
"8905","FREN 101","1R","Beginning French I","3","","Lec","MWF","0800-0850","MCM 260","Siewe Seuchie, Patricia","0","Closed",
"8906","FREN 101","2R","Beginning French I","3","","Lec","MWF","0900-0950","MCM 260","Siewe Seuchie, Patricia","0","Closed",
"8907","FREN 200","1R","Eff Comm in French","3","  LLFL","Lec","TR","0800-0915","FERG 220","Poosson, Sylvain","5","Open",
"8908","FREN 200","2R","Eff Comm in French","3","  LLFL","Lec","TR","0930-1045","FERG 220","Poosson, Sylvain","5","Open",
"8909","FREN 200","3R","Eff Comm in French","3","  LLFL","Lec","TR","1800-1915","MCM 257","Poosson, Sylvain","3","Open",
"8910","FREN 201","1R","Intermediate French I","3","  LLFL","Lec","MWF","1100-1150","MCM 316","Siewe Seuchie, Patricia","1","Open",
"8911","FREN 301","1R","Grammar and Composition","3","  LLFL","Lec","MWF","1200-1250","MCM 316","Siewe Seuchie, Patricia","8","Open",
"8912","FREN 310","1R","Practical French Phonetics","3","  LLFL","Lec","MWF","1000-1050","MCM 314","Mulryan, Michael","3","Open",
"8949","GEOG 210","1","Intro to Human Geography","3","","Lec","TR","0930-1045","FORBES 2070C","Bono, Federica","0","Closed",
"8950","GEOG 211","1M","Geog of Human-Enviro Interact","3","  AINW","Lec","TR","0930-1045","MCM 101","Finn, John","0","Closed",
"9169","GEOG 295","1","SPC TP: Intro to GIS","4","","Lec","T","1800-2145","LUTR 157","Younica, Anne","11","Open",
"9314","GERM 101","1","Beginning German I","3","","Lec","MWF","1200-1250","MCM 257","Castle, Jeffrey","0","Closed",
"8913","GERM 101","1R","Beginning German I","3","","Lec","MWF","0900-0950","MCM 162","Castle, Jeffrey","6","Open",
"8914","GERM 101","2R","Beginning German I","3","","Lec","MWF","1000-1050","MCM 162","Castle, Jeffrey","3","Open",
"8915","GERM 200","1","Effective Comm in German","3","  LLFL","Lec","MWF","0900-0950","MCM 160","Deiulio, Laura","0","Closed",
"8917","GERM 200","3R","Effective Comm in German","3","  LLFL","Lec","MW","1600-1715","MCM 314","Seltzer, Karis","5","Open",
"8918","GERM 200","4M","Effective Comm in German","3","  LLFL","Lec","MW","1800-1915","MCM 314","Seltzer, Karis","10","Open",
"8919","GERM 308","1R","Conversation via Cinema","3","  LLFL","Lec","MWF","1200-1250","MCM 160","Deiulio, Laura","6","Open",
"9209","GERM 311","1","German Cultural History I","3","  LLFL","Lec","MWF","1400-1450","MCM 200C","Deiulio, Laura","0","Closed",
"8970","GREK 101","1R","Beginning Ancient Greek I","3","","Lec","MWF","1200-1250","MCM 314","Padilla, Mark","12","Open",
"8546","HIST 111","1M","Ancient and Medieval World","3","  AIGM","Lec","MWF","1100-1150","MCM 160","Cartwright, Charlotte","0","Closed",
"8547","HIST 111","2","Ancient and Medieval World","3","  AIGM","Lec","TR","1500-1615","MCM 360","Santoro, Anthony","0","Closed",
"8548","HIST 111","3M","Ancient and Medieval World","3","  AIGM","Lec","TR","1630-1745","MCM 360","Santoro, Anthony","3","Open",
"8549","HIST 111","4","Ancient and Medieval World","3","  AIGM","Lec","W","1800-2100","MCM 101","Santoro, Anthony","7","Open",
"8550","HIST 112","1M","The Modern World","3","  AIGM","Lec","MWF","1000-1050","MCM 216","Connell, William","0","Closed",
"8551","HIST 112","2M","The Modern World","3","  AIGM","Lec","MWF","1100-1150","MCM 216","Connell, William","0","Closed",
"8552","HIST 112","3C","The Modern World","3","  AIGM","Lec","MWF","1100-1150","MCM 312","Harshman, Matthew","0","Closed",
"8553","HIST 112","4","The Modern World","3","  AIGM","Lec","MWF","1200-1250","MCM 312","Harshman, Matthew","2","Open",
"8555","HIST 112","6C","The Modern World","3","  AIGM","Lec","TR","1100-1215","MCM 200C","Xu, Xiaoqun","0","Closed",
"8556","HIST 112","7C","The Modern World","3","  AIGM","Lec","TR","1100-1215","MCM 310","Black, Sara","0","Closed",
"8557","HIST 112","8R","The Modern World","3","  AIGM","Lec","TR","1330-1445","MCM 110","Xu, Xiaoqun","0","Closed",
"8558","HIST 121","1","Early America to the Civil War","3","  AIDE","Lec","MWF","0900-0950","MCM 312","Hamilton, Phillip","0","Closed",
"8559","HIST 121","2C","Early America to the Civil War","3","  AIDE","Lec","MWF","0900-0950","MCM 212","Shuck-Hall, Sheri","0","Closed",
"8560","HIST 121","3","Early America to the Civil War","3","  AIDE","Lec","MWF","1000-1050","MCM 312","Hamilton, Phillip","0","Closed",
"8561","HIST 121","4","Early America to the Civil War","3","  AIDE","Lec","MWF","1200-1250","MCM 210","Wood, Elizabeth","1","Open",
"8562","HIST 121","5","Early America to the Civil War","3","  AIDE","Lec","MWF","1200-1250","MCM 360","Stokes, Brian","0","Closed",
"8563","HIST 121","6C","Early America to the Civil War","3","  AIDE","Lec","MW","1800-1915","MCM 210","Allegro, James","0","Closed",
"8564","HIST 122","1","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","0900-0950","MCM 216","Stokes, Brian","0","Closed",
"9274","HIST 122","2M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","0930-1045","MCM 162","Allison, James","0","Closed",
"8567","HIST 122","4","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1400-1450","MCM 210","Harshman, Matthew","0","Closed",
"8568","HIST 122","5M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","0930-1045","MCM 260","Puaca, Laura","0","Closed",
"8569","HIST 122","6","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1100-1215","MCM 260","Puaca, Laura","0","Closed",
"8570","HIST 122","7M","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","TR","1330-1445","MCM 260","Allison, James","0","Closed",
"8571","HIST 211","1","Comic Books &amp; American Society","3","  AICE","Lec","MWF","1300-1350","MCM 360","Puaca, Brian","0","Closed",
"8572","HIST 211","2M","Comic Books &amp; American Society","3","  AICE","Lec","MWF","1400-1450","MCM 360","Puaca, Brian","0","Closed",
"8573","HIST 213","1","Greek &amp; Roman Warfare","3","  AIWT","Lec","TR","1630-1745","MCM 362","Kreiner, Jared","0","Closed",
"8574","HIST 214","1","The Black Death","3","  AIWT","Lec","MWF","1300-1350","MCM 310","Cartwright, Charlotte","0","Closed",
"8575","HIST 214","2M","The Black Death","3","  AIWT","Lec","MWF","1400-1450","MCM 310","Cartwright, Charlotte","1","Open",
"8576","HIST 217","1M","Social History of American Law","3","  AIDE","Lec","MW","1600-1715","MCM 257","Allegro, James","0","Closed",
"8577","HIST 300","1","WI: Hist Mthd, Histor &amp; Career","3","  WI","Lec","TR","0930-1045","MCM 316","Hyland, John","0","Closed",
"8578","HIST 300","2","WI: Hist Mthd, Histor &amp; Career","3","  WI","Lec","TR","1100-1215","MCM 316","Hyland, John","0","Closed",
"8579","HIST 302","1","The Roman Republic","3","","Lec","TR","1330-1445","MCM 312","Hyland, John","0","Closed",
"8580","HIST 306","1","Revoltns in France 1750-1918","3","","Lec","TR","0930-1045","MCM 307","Black, Sara","1","Open",
"8582","HIST 336","1","American Foreign Relations","3","","Lec","MWF","1000-1050","MCM 310","Falk, Andrew","0","Closed",
"8583","HIST 346","1","Hist of the American Frontier","3","","Lec","TR","1500-1615","MCM 366","Allison, James","1","Open",
"8584","HIST 350","1","American Indians","3","","Lec","MWF","1000-1050","MCM 212","Shuck-Hall, Sheri","0","Closed",
"8585","HIST 354","1","Amer. Revol &amp; Early Republic","3","","Lec","MWF","1200-1250","MCM 307","Hamilton, Phillip","0","Closed",
"8586","HIST 367","1","Modern Chinese History","3","","Lec","TR","1630-1745","MCM 316","Xu, Xiaoqun","2","Open",
"8587","HIST 379","1","Early Middle Ages","3","","Lec","MW","1600-1715","MCM 366","Cartwright, Charlotte","0","Closed",
"8588","HIST 389","1","Comparative Slavery","3","","Lec","MWF","1300-1350","MCM 307","Wood, Elizabeth","1","Open",
"8589","HIST 432","1","WWII in European Memory","3","","Lec","M","1800-2100","MCM 114","Puaca, Brian","9","Open",
"8590","HIST 462","1","The Mexican Revolution","3","","Lec","MWF","1300-1350","MCM 164","Connell, William","1","Open",
"8592","HIST 490","1","WI: Senior Seminar","3","  WI","Lec","T","1800-2045","MCM 312","Black, Sara","0","Closed",
"8594","HIST 510","1","The Amer Historian as Teacher","3","","Lec","M","1600-1845","MCM 364","Wood, Elizabeth","7","Open",
"8595","HIST 570","1","Mthds-Teach/Assess Soc Studies","3","","Lec","W","1600-1845","MCM 316","Wood, Elizabeth","11","Open",
"9117","HONR 010","1C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","8","Open",
"9118","HONR 010","2C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","11","Open",
"9119","HONR 010","3C","First Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","15","Open",
"9087","HONR 020","1","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"9088","HONR 020","2","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","17","Open",
"9089","HONR 020","3","Second Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","30","Open",
"9090","HONR 030","1","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"9091","HONR 030","2","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","4","Open",
"9092","HONR 030","3","Third Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","36","Open",
"9093","HONR 040","1","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","0","Closed",
"9120","HONR 040","2","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","20","Open",
"9121","HONR 040","3","Fourth Year Activities","0","  HON","Fie","","","ARR ","Paul, Jay","36","Open",
"9094","HONR 100","1C","Early Field Experience Educatn","3","  HON","Lec","MWF","1000-1050","FORBES 2012","Kuster, George","3","Open",
"9095","HONR 100","2C","Science and Controversy","3","  HON","Lec","MW","1600-1715","FORBES 2014","Webb, Lisa","1","Open",
"9111","HONR 100","3C","Baseball and Humanity","3","  HON","Lec","MWF","1100-1150","TRIB 208","Cusher, Brent","2","Open",
"9115","HONR 100","4C","Myth Matters","3","  HON","Lec","MWF","1400-1450","MCM 207","Thompson, John","4","Open",
"9116","HONR 100","5C","Indigenous Peoples","3","  HON","Lec","MWF","1400-1450","LUTR 372","Loy, Christopher","8","Open",
"9140","HONR 100","6F","Decon Apple: CS on Tech Giant","3","  HON","Lec","MWF","1000-1050","MCM 110","Hettche, Matthew","0","Closed",
"9293","HONR 100","7C","Miracles of Perception","3","  HON","Lec","TR","0930-1045","FORBES 3012","Lipatova, Olga","0","Closed",
"9157","HONR 310","1","Science &amp; Pols- Ches. Bay","3","  HON","Lec","MWF","0900-0950","FORBES 2088","Burke, Russell","0","Closed",
"9159","HONR 310","3","Imagined &amp; Real Communities","3","  HON","Lec","MWF","1100-1150","MCM 314","Mulryan, Michael","1","Open",
"9160","HONR 310","4","Dance Studies","3","  HON","Lec","TR","1330-1445","FERG 221","Bellecci, Ann","1","Open",
"9161","HONR 310","5","Mindreaders","3","  HON","Lec","TR","0930-1045","TRIB 1210","Guajardo, Nicole","2","Open",
"9162","HONR 310","6","Sport Fandom","3","  HON","Lec","TR","1100-1215","TRIB 1210","Shollen, S.","0","Closed",
"9163","HONR 310","7","Social Detectives","3","  HON","Lec","TR","1330-1445","LUTR 137","Chakraborti, Rik","0","Closed",
"9100","HONR 382","1","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","3","Open",
"9101","HONR 382","2","HNRS: Civic Engagement","0 - 3","  HON","Pra","","","ARR ","Paul, Jay","28","Open",
"9102","HONR 383","1","HNRS: Study Abroad","0 - 3","  HON","Lec","","","ARR ","Paul, Jay","46","Open",
"9103","HONR 383","2","HNRS: Study Abroad","0 - 3","  HON","Lec","","","ARR ","Paul, Jay","47","Open",
"9200","HONR 399","1","IND ST: Early Field Exp in Edu","3","  HON","Ind","","","ARR ","Kuster, George","0","Closed",
"9105","HONR 484","1","Honors Portfolio","1","  HON","Ind","","","ARR ","Paul, Jay","37","Open",
"9106","HONR 490","1","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1100-1215","MCM 300B","Shelton, Crystal","0","Closed",
"9107","HONR 490","2","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1600-1715","TRIB 208","Paul, Jay","0","Closed",
"9108","HONR 490","3","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","TR","1330-1445","TRIB 1210","Paul, Jay","0","Closed",
"9109","HONR 490","4","HNRS WI: Probl in Modern World","3","  HON  WI","Lec","MW","1800-1915","TRIB 1210","Salomon, David","5","Open",
"9224","HORN 431","1","Applied Music: Horn","1","","Lab","","","ARR ","Slater, Stephen","0","Closed",
"9175","IDST 240","1","Medieval &amp; Early Modern Persp","3","  AIWT","Lec","MWF","1200-1250","FERG 207","Godwin, Laura","0","Closed",
"8925","IDST 250","1","Intro Civic Engmnt &amp; Soc Just","3","","Lec","TR","1630-1745","MCM 164","Covington, Brooke","10","Open",
"8038","IDST 255","1","Intro Women, Gender &amp; Sexualty","3","  AIGM","Lec","TR","1330-1445","TFAC 204","Stern, Danielle","0","Closed",
"8927","IDST 267","1M","Intro - Latin American Studies","3","  AIGM","Lec","MWF","1000-1050","FERG 201","Anzzolin, Kevin","0","Closed",
"8039","IDST 277","1","Intro to Museum Studies","3","","Lec","MW","1800-1915","TFAC 205","Abrams, Felicia","0","Closed",
"9207","IDST 490","1","IDST Capstone Project","3","","Ind","","","ARR ","Loy, Christopher","2","Open",
"9331","IDST 499","1","IND ST: IDST Internship","3","","Ind","","","ARR ","Loy, Christopher","0","Closed",
"8934","ITAL 101","1R","Beginning Italian I","3","","Lec","TR","1330-1445","MCM 207","O&#39;Neal, Antonella","0","Closed",
"8935","ITAL 101","2R","Beginning Italian I","3","","Lec","TR","1500-1615","MCM 207","O&#39;Neal, Antonella","2","Open",
"8936","ITAL 201","1R","Intermediate Italian I","3","  LLFL","Lec","TR","1100-1215","MCM 160","O&#39;Neal, Antonella","1","Open",
"8937","LATN 101","1R","Beginning Latin I","3","","Lec","MWF","1100-1150","MCM 310","Buszard, Bradley","0","Closed",
"8938","LATN 101","2R","Beginning Latin I","3","","Lec","MWF","1200-1250","MCM 310","Buszard, Bradley","0","Closed",
"8939","LATN 200","1","Latin and Its Living Legacy","3","  LLFL","Lec","MWF","1300-1350","MCM 216","Pollio, David","0","Closed",
"8940","LATN 200","2M","Latin and Its Living Legacy","3","  LLFL","Lec","TR","1330-1445","MCM 357","Kreiner, Jared","5","Open",
"8941","LATN 200","3R","Latin and Its Living Legacy","3","  LLFL","Lec","TR","1500-1615","MCM 357","Kreiner, Jared","2","Open",
"8942","LATN 301","1R","Lyric and Elegiac Poetry","3","  LLFL","Lec","MWF","0900-0950","MCM 310","Pollio, David","7","Open",
"8490","LDSP 210","10C","Self, Group, and Leadership","3","","Lec","MWF","1200-1250","LUTR 242","Callahan, Kathleen","1","Open",
"8491","LDSP 210","11C","Self, Group, and Leadership","3","","Lec","MW","1800-1915","MCM 160","Dillon, Tyler","0","Closed",
"8492","LDSP 210","12C","Self, Group, and Leadership","3","","Lec","TR","1630-1745","MCM 366","Hench, Jessica","0","Closed",
"8493","LDSP 210","13C","Self, Group, and Leadership","3","","Lec","TR","1800-1915","MCM 366","Hench, Jessica","0","Closed",
"8494","LDSP 210","14C","Self, Group, and Leadership","3","","Lec","MWF","0800-0850","MCM 262","Byrd-Poller, Lynda","0","Closed",
"8495","LDSP 210","15F","Self, Group, and Leadership","3","","Lec","TR","1930-2045","LUTR 264","Reddy, William","3","Open",
"8496","LDSP 210","16F","Self, Group, and Leadership","3","","Lec","TR","1930-2045","LUTR 242","Cavallari, Elizabeth","4","Open",
"8497","LDSP 210","17F","Self, Group, and Leadership","3","","Lec","TR","1800-1915","LUTR 242","Carrico, Victoria","0","Closed",
"8498","LDSP 210","18F","Self, Group, and Leadership","3","","Lec","MWF","0900-0950","MCM 262","Byrd-Poller, Lynda","0","Closed",
"8481","LDSP 210","1F","Self, Group, and Leadership","3","","Lec","TR","0800-0915","MCM 257","Lapke, Shalyn","0","Closed",
"8482","LDSP 210","2F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","MCM 257","Lapke, Shalyn","0","Closed",
"8483","LDSP 210","3C","Self, Group, and Leadership","3","","Lec","TR","0800-0915","MCM 362","Harter, Nathan","0","Closed",
"8484","LDSP 210","4F","Self, Group, and Leadership","3","","Lec","TR","0930-1045","MCM 362","Harter, Nathan","0","Closed",
"8485","LDSP 210","5C","Self, Group, and Leadership","3","","Lec","MWF","0900-0950","LUTR 347","Cusher, Brent","0","Closed",
"8486","LDSP 210","6C","Self, Group, and Leadership","3","","Lec","TR","0930-1045","MCM 207","Camaioni, Molly","0","Closed",
"8487","LDSP 210","7C","Self, Group, and Leadership","3","","Lec","TR","1330-1445","MCM 212","Camaioni, Molly","0","Closed",
"8488","LDSP 210","8F","Self, Group, and Leadership","3","","Lec","TR","1500-1615","MCM 212","Camaioni, Molly","0","Closed",
"8489","LDSP 210","9C","Self, Group, and Leadership","3","","Lec","MWF","1100-1150","LUTR 264","Callahan, Kathleen","0","Closed",
"9174","LDSP 295","1","SPC TP: LDSP&amp; Transform of CNU","3","","Lec","T","1800-2100","TRIB 208","Trible, Paul","0","Closed",
"8499","LDSP 320","1","Leadership Through the Ages","3","","Lec","MWF","1200-1250","TRIB 208","Tian, Qingyan","0","Closed",
"8500","LDSP 320","2","Leadership Through the Ages","3","","Lec","MWF","1300-1350","TRIB 208","Tian, Qingyan","2","Open",
"8501","LDSP 330","1","Cross-Cultural Leadership","3","AIGM","Lec","MWF","0900-0950","TRIB 208","Tian, Qingyan","1","Open",
"8502","LDSP 330","2","Cross-Cultural Leadership","3","AIGM","Lec","MWF","1000-1050","TRIB 208","Tian, Qingyan","4","Open",
"8503","LDSP 337","1","Higher Education Leadership","3","","Lec","MW","1600-1715","LUTR 142","Callahan, Kathleen","0","Closed",
"8504","LDSP 338","1","Leading Adaptive Change","3","","Lec","TR","1100-1215","MCM 210","Lapke, Shalyn","0","Closed",
"8505","LDSP 338","2","Leading Adaptive Change","3","","Lec","MW","1600-1715","LUTR 264","Hench, Jessica","0","Closed",
"8506","LDSP 338","3","Leading Adaptive Change","3","","Lec","MW","1800-1915","LUTR 264","Hench, Jessica","0","Closed",
"8507","LDSP 340","1","Outdoor Leadership","3","","Lec","MW","1800-1915","MCM 307","Redekop, Benjamin","2","Open",
"8508","LDSP 350","1","Leadership in Sport","3","","Lec","TR","1330-1445","MCM 162","Shollen, S.","0","Closed",
"8509","LDSP 370","1","Leading in Healthcare Industry","3","","Lec","W","1800-2100","LUTR 142","Camaioni, Molly","1","Open",
"8510","LDSP 371","1","WI: LDSP Internship Practicum","3","  WI","Lec","MWF","1400-1450","MCM 200D","Callahan, Kathleen","9","Open",
"9146","LDSP 395","1","SPC TP: The Econ of Admiration","3","","Lec","TR","1500-1615","TRIB 1210","Harter, Nathan","4","Open",
"9148","LDSP 395","2","SPC TP: Excellent Thinkers","3","","Lec","MWF","1200-1250","MCM 362","Little, Sabrina","0","Closed",
"9361","LDSP 399","1","IND ST: Cross-Functional Syste","3","","Ind","","","ARR ","Throupe, Lori","0","Closed",
"9376","LDSP 399","2","IND ST: Pop Culture Leadership","3","","Ind","","","ARR ","Callahan, Kathleen","0","Closed",
"8511","LDSP 442","1","Values &amp; Ethics in Leadership","3","","Lec","TR","0930-1045","MCM 364","Throupe, Lori","3","Open",
"8512","LDSP 442","2","Values &amp; Ethics in Leadership","3","","Lec","TR","1100-1215","MCM 362","Throupe, Lori","1","Open",
"8513","LDSP 442","3","Values &amp; Ethics in Leadership","3","","Lec","MWF","0900-0950","MCM 362","Little, Sabrina","0","Closed",
"8515","LDSP 442","4","Values &amp; Ethics in Leadership","3","","Lec","MWF","1000-1050","MCM 362","Little, Sabrina","0","Closed",
"8516","LDSP 442","5","Values &amp; Ethics in Leadership","3","","Lec","MWF","1300-1350","MCM 162","Redekop, Benjamin","3","Open",
"8517","LDSP 442","6","Values &amp; Ethics in Leadership","3","","Lec","MWF","1400-1450","MCM 162","Redekop, Benjamin","0","Closed",
"8083","MATH 115","1M","Contemporary Mathematics","3","  LLFM","Lec","TR","0800-0915","LUTR 372","Williams, Marla","0","Closed",
"8084","MATH 115","2M","Contemporary Mathematics","3","  LLFM","Lec","TR","1100-1215","LUTR 372","Morena, Matthew","0","Closed",
"8085","MATH 120","1","The Saga of Mathematics","3","  LLFM","Lec","TR","0800-0915","LUTR 376","Lenhart, Sara","2","Open",
"8095","MATH 125","10","Elementary Statistics","3","  LLFM","Lec","TR","1330-1445","LUTR 372","Martin, James","0","Closed",
"8096","MATH 125","11M","Elementary Statistics","3","  LLFM","Lec","TR","1500-1615","LUTR 372","Martin, James","0","Closed",
"8086","MATH 125","1M","Elementary Statistics","3","  LLFM","Lec","MWF","0800-0850","LUTR 372","Carpenter, Ryan","0","Closed",
"8087","MATH 125","2M","Elementary Statistics","3","  LLFM","Lec","MWF","0900-0950","LUTR 372","Carpenter, Ryan","0","Closed",
"8088","MATH 125","3M","Elementary Statistics","3","  LLFM","Lec","MWF","1000-1050","LUTR 372","Fogarty, Neville","0","Closed",
"8089","MATH 125","4M","Elementary Statistics","3","  LLFM","Lec","MWF","1100-1150","LUTR 372","McMorris, David","0","Closed",
"8090","MATH 125","5M","Elementary Statistics","3","  LLFM","Lec","MWF","1200-1250","LUTR 372","Fogarty, Neville","0","Closed",
"8091","MATH 125","6","Elementary Statistics","3","  LLFM","Lec","MWF","1300-1350","LUTR 372","Bradie, Brian","0","Closed",
"8092","MATH 125","7M","Elementary Statistics","3","  LLFM","Lec","MW","1600-1715","LUTR 372","Vaughan, Sherry","0","Closed",
"8093","MATH 125","8M","Elementary Statistics","3","  LLFM","Lec","MW","1800-1915","FORBES 1022","Perry, James","1","Open",
"8094","MATH 125","9M","Elementary Statistics","3","  LLFM","Lec","TR","0930-1045","LUTR 372","Morena, Matthew","0","Closed",
"8097","MATH 127","1M","Elementary Cryptography","3","  LLFM","Lec","TR","1500-1615","LUTR 242","Morena, Matthew","3","Open",
"8098","MATH 130","1R","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MWF","0800-0850","LUTR 269","Chen, Hongwei","0","Closed",
"8099","MATH 130","2","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MWF","0900-0950","LUTR 242","Chen, Hongwei","0","Closed",
"8100","MATH 130","3M","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MWF","1100-1150","LUTR 269","Williams, Marla","1","Open",
"8101","MATH 130","4M","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MWF","1300-1350","LUTR 269","Williams, Marla","0","Closed",
"8102","MATH 130","5","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","MWF","1400-1450","LUTR 269","Kuster, George","0","Closed",
"8103","MATH 130","6","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","TR","1100-1215","LUTR 376","Lenhart, Sara","0","Closed",
"8104","MATH 130","7R","Adv Algebra &amp; Trigonometry","3","  LLFM","Lec","TR","0800-0915","LUTR 269","McMorris, David","0","Closed",
"8105","MATH 131","1M","Math for the Life Sciences","3","  LLFM","Lec","MWF","1400-1450","LUTR 376","Bradie, Brian","1","Open",
"8106","MATH 132","1M","Concepts for Calculus","3","  LLFM","Lec","MWF","0800-0850","LUTR 347","Martin, James","0","Closed",
"8107","MATH 132","2M","Concepts for Calculus","3","  LLFM","Lec","MWF","1200-1250","LUTR 269","Kuster, George","0","Closed",
"8108","MATH 132","3M","Concepts for Calculus","3","  LLFM","Lec","TR","0930-1045","LUTR 352","Samuels, Charles","1","Open",
"8109","MATH 135","1M","Calculus for Busn/Social Sci","3","  LLFM","Lec","MWF","0800-0850","LUTR 376","Williams, Marla","8","Open",
"8110","MATH 135","2M","Calculus for Busn/Social Sci","3","  LLFM","Lec","MW","1800-1915","LUTR 376","Vaughan, Sherry","5","Open",
"8111","MATH 135","3","Calculus for Busn/Social Sci","3","  LLFM","Lec","TR","1100-1215","LUTR 347","Panayotova, Iordanka","0","Closed",
"8112","MATH 135","4M","Calculus for Busn/Social Sci","3","  LLFM","Lec","TR","1630-1745","LUTR 347","Panayotova, Iordanka","5","Open",
"8113","MATH 140","1M","Calculus and Analytic Geometry","4","  LLFM","Lec","MWF; TR","0900-0950; 0930-1020","LUTR 376; LUTR 376","Fogarty, Neville","0","Closed",
"8116","MATH 140","3M","Calculus and Analytic Geometry","4","  LLFM","Lec","MWF; TR","1300-1350; 1330-1420","LUTR 376; LUTR 376","Dobrescu, Mihaela","0","Closed",
"8118","MATH 140","4M","Calculus and Analytic Geometry","4","  LLFM","Lec","MTWRF","1500-1550","LUTR 376","Kelly, James","1","Open",
"8119","MATH 148","1","Accelerated Calculus","3","  LLFM","Lec","MWF","1100-1150","LUTR 376","Samuels, Charles","0","Closed",
"8120","MATH 235","1","Applied Matrix Techniques","3","  LLFM","Lec","MWF","0900-0950","LUTR 142","Kennedy, Christopher","4","Open",
"8121","MATH 235","2","Applied Matrix Techniques","3","  LLFM","Lec","TR","0800-0915","LUTR 352","Carpenter, Ryan","0","Closed",
"8122","MATH 240","1","Intermediate Calculus","4","  LLFM","Lec","MW; F","1000-1115; 1000-1050","FORBES 2070A; FORBES 2070A","Perry, James","9","Open",
"8124","MATH 240","2","Intermediate Calculus","4","  LLFM","Lec","MW; F","1200-1315; 1200-1250","FORBES 2070A; FORBES 2070A","Chen, Hongwei","6","Open",
"8126","MATH 240","3","Intermediate Calculus","4","  LLFM","Lec","MW; F","1400-1515; 1400-1450","FORBES 2070A; FORBES 2070A","Dobrescu, Mihaela","9","Open",
"8128","MATH 245","1","Proofs and Discrete Math","3","  LLFM","Lec","MWF","1300-1350","LUTR 264","Fogarty, Neville","12","Open",
"8129","MATH 247","1","Intro Ordinary Differential Eq","3","  LLFM","Lec","MWF","1100-1150","LUTR 142","Dobrescu, Mihaela","6","Open",
